campaign_id,card_id,merchant_id,category,title,description,condition,benefit_amount,start_date,end_date,bank_id
fibabanka_CAMP_30,fibabanka_CARD_CUST_0066_4,MERCH_15,CAT_3,Ergonomic tertiary hardware,Ullam saepe molestiae dignissimos excepturi sapiente sunt.,300 TL ve üzeri alışveriş,25,2025-07-14,2025-08-01,fibabanka
fibabanka_CAMP_31,fibabanka_CARD_CUST_0417_1,MERCH_16,CAT_3,Profound analyzing infrastructure,Culpa ab odio sed laudantium quae tempore.,300 TL ve üzeri alışveriş,100,2025-07-08,2025-08-14,fibabanka
fibabanka_CAMP_32,fibabanka_CARD_CUST_0337_1,MERCH_5,CAT_3,Total responsive toolset,Quos assumenda quibusdam minus.,150 TL ve üzeri alışveriş,25,2025-07-09,2025-07-21,fibabanka
fibabanka_CAMP_33,fibabanka_CARD_CUST_0211_2,MERCH_16,CAT_3,Programmable discrete emulation,Saepe nihil laudantium corrupti ducimus repellat sit tenetur.,300 TL ve üzeri alışveriş,50,2025-07-08,2025-07-21,fibabanka
fibabanka_CAMP_34,fibabanka_CARD_CUST_0077_3,MERCH_18,CAT_5,Object-based scalable customer loyalty,Molestiae distinctio consectetur omnis doloribus labore provident.,250 TL ve üzeri alışveriş,25,2025-07-17,2025-07-25,fibabanka
fibabanka_CAMP_35,fibabanka_CARD_CUST_0293_2,MERCH_20,CAT_3,Universal content-based methodology,Distinctio delectus maxime laborum illo.,150 TL ve üzeri alışveriş,25,2025-07-08,2025-08-17,fibabanka
fibabanka_CAMP_36,fibabanka_CARD_CUST_0200_4,MERCH_10,CAT_4,Function-based intangible customer loyalty,Sapiente eos sed atque sapiente quos reiciendis.,300 TL ve üzeri alışveriş,100,2025-07-10,2025-08-04,fibabanka
fibabanka_CAMP_37,fibabanka_CARD_CUST_0106_1,MERCH_16,CAT_3,Synergistic intermediate contingency,Ullam qui delectus sunt voluptatem odio.,250 TL ve üzeri alışveriş,50,2025-07-09,2025-08-14,fibabanka
fibabanka_CAMP_38,fibabanka_CARD_CUST_0463_2,MERCH_8,CAT_3,Realigned heuristic approach,Suscipit dolor dolores omnis.,150 TL ve üzeri alışveriş,50,2025-07-04,2025-07-27,fibabanka
fibabanka_CAMP_39,fibabanka_CARD_CUST_0048_3,MERCH_17,CAT_4,Networked incremental installation,A beatae omnis totam.,300 TL ve üzeri alışveriş,100,2025-07-16,2025-08-06,fibabanka
fibabanka_CAMP_40,fibabanka_CARD_CUST_0443_4,MERCH_10,CAT_4,Progressive mobile website,Dolorem sunt voluptatem eos.,150 TL ve üzeri alışveriş,100,2025-07-18,2025-07-19,fibabanka
fibabanka_CAMP_41,fibabanka_CARD_CUST_0445_1,MERCH_6,CAT_4,Object-based well-modulated complexity,Nemo dicta ducimus ea.,300 TL ve üzeri alışveriş,25,2025-07-11,2025-08-17,fibabanka
fibabanka_CAMP_42,fibabanka_CARD_CUST_0332_1,MERCH_17,CAT_4,Organic asymmetric methodology,Enim vero veniam dolorem iste.,150 TL ve üzeri alışveriş,100,2025-07-12,2025-08-12,fibabanka
fibabanka_CAMP_43,fibabanka_CARD_CUST_0356_2,MERCH_17,CAT_4,Switchable tertiary portal,Distinctio laborum voluptate ullam quod illo asperiores.,150 TL ve üzeri alışveriş,100,2025-07-17,2025-07-23,fibabanka
fibabanka_CAMP_44,fibabanka_CARD_CUST_0203_3,MERCH_16,CAT_3,Expanded foreground orchestration,Excepturi molestiae dolore doloremque id non aut.,150 TL ve üzeri alışveriş,50,2025-07-08,2025-07-22,fibabanka
fibabanka_CAMP_45,fibabanka_CARD_CUST_0066_1,MERCH_6,CAT_4,Enterprise-wide object-oriented architecture,Hic enim numquam itaque consequuntur beatae.,150 TL ve üzeri alışveriş,25,2025-07-08,2025-07-28,fibabanka
fibabanka_CAMP_46,fibabanka_CARD_CUST_0087_3,MERCH_7,CAT_5,Monitored grid-enabled moderator,Laudantium illo quae.,500 TL ve üzeri alışveriş,25,2025-07-17,2025-07-29,fibabanka
fibabanka_CAMP_47,fibabanka_CARD_CUST_0385_4,MERCH_9,CAT_5,Ergonomic context-sensitive parallelism,Earum natus atque non aut minus rem.,300 TL ve üzeri alışveriş,150,2025-07-16,2025-07-25,fibabanka
fibabanka_CAMP_48,fibabanka_CARD_CUST_0439_1,MERCH_12,CAT_4,Centralized multi-state database,Officiis dignissimos quos eaque repellat fugiat rem.,150 TL ve üzeri alışveriş,100,2025-07-16,2025-07-30,fibabanka
fibabanka_CAMP_49,fibabanka_CARD_CUST_0124_3,MERCH_1,CAT_3,Horizontal real-time policy,Perspiciatis debitis eos et eum.,250 TL ve üzeri alışveriş,25,2025-07-12,2025-08-03,fibabanka
fibabanka_CAMP_50,fibabanka_CARD_CUST_0267_1,MERCH_2,CAT_2,Horizontal high-level service-desk,Earum quia incidunt architecto hic.,250 TL ve üzeri alışveriş,50,2025-07-10,2025-08-16,fibabanka
